ts_server,prolific_pid,study_id,session_id,index,total,prev_image,current_image,description_a,description_b,model_position,choice,confidence,comments,ua
2025-11-17T04:12:35.169Z,,,,50,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000511.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000512.jpg,"""Robot is positioned just outside the elevator with two people near the doors (one crouched working on a laptop). Elevator doors are closed (elevator appears to be idle at this floor). No call or floor buttons are being pressed; team appears to be configuring equipment. Cables on the floor and a person crouching near the threshold are minor safety/hazard concerns and are blocking immediate entry.""","""User is crouching down and using a laptop that is on the ground. Both the dog and user are opposite the elevator.""",A,A,48,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:12:45.898Z,,,,51,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000118.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000119.jpg,"""Robot is positioned directly in front of a closed door (likely elevator entrance). The human operator (hand with controller visible) is guiding the robot and appears ready to locate/press the call button; no button press is visible. Several people and a service dog are present in the room. The scene indicates approach is complete and the team is about to call the elevator (doors closed, waiting at origin floor).""","""The handler i sbehind the robot dog with only the hand and controller visable. The robotic dog is stationary by the door, scanning the environment. There are no obsructions or hazards in its path. Task appears to be walking to the door, this is completed successfully.""",A,B,86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:12:46.467Z,,,,51,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000574.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000575.jpg,"""The handler has guided the robot to s lift and is in a good position to guide it into the lift when the doors open. The lift is in a corner of an area, there is a cupboard to the right and a open glass door that leads into a canteen/meeting room.""","""Robot is positioned just outside the closed elevator doors at the floor. Earlier frames showed two people near the robot (one crouched with a laptop), but in this current frame they are out of view. No call or floor buttons are being pressed and the elevator doors remain closed. Exposed wiring and equipment on the robot and floor could be a tripping/hazard concern. The interaction appears to be in the approach/waiting phase prior to calling or entering the elevator.""",B,B,46,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:13:04.070Z,,,,52,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000605.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000606.jpg,"""Robot is inside the elevator car (view from inside) while human(s) are no longer visible in-frame (previously outside near the elevator). The elevator appears to have closed or is closing; the system is mid-journey (riding). No button presses are visible in this frame. Loose wiring and exposed electronics on the robot present a minor safety concern; other people were present nearby in earlier frames.""","""The user is not visable in the scene. The robotic dog seems to be stationery waiting for the door to open or close and scanning the environment. The position of the dog is misaligned potentially causing issues exiting the elevator.""",A,A,43,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:13:08.216Z,,,,52,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000169.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000170.jpg,"""Robot and user have moved out of the room into a corridor. The robot is centered in the hallway and the user is standing against the wall; no elevator or call button is visible yet. This frame shows the approach phase — no call or floor button interaction has started. Two other people are present in the corridor but do not appear to obstruct the path.""","""Robot is in the middle of the room. User is stood in the corner of the right room with a phone in his hand. Whilst another user crouches down ahead of the robot.""",A,B,65,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:13:12.703Z,,,,40,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000161.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000162.jpg,"""Robot is in front of wall, to the left side of door. users feet are visible. Robot is not aligned to door. Wall is obstructing robot.""","""User and robot are approaching the elevator; user is gesturing toward the elevator while robot guides forward; elevator doors remain closed, indicating task has not yet progressed to calling or entering phase.""",B,A,68,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:13:12.702Z,,,,53,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000610.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000611.jpg,"""Robot is in elevator. Elevator door is open. user is not visible.""","""Robot has moved from the hallway into the elevator (previous frames show people and setup outside). In this current frame the robot is inside the elevator with doors open. No user is visible inside; the human operators remain at/near the elevator exterior. No call or floor buttons are being pressed in this frame. Exposed wiring and equipment on the robot and the threshold area present a potential trip/electrical hazard as the user prepares to enter and continue the journey.""",B,A,61,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:13:25.480Z,,,,54,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000622.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000623.jpg,"""Robot and a person are inside the elevator. The robot is near the door and wiring is exposed; a person (legs visible) stands near the control panel. Doors appear closed and the user/robot are positioned to select the destination floor. Safety concern: exposed cables and partially occupied doorway.""","""The robot is in a lift it is to the left of the door opening. The obstruction would be that it is not going to walk straight out the door, A man is stood to the right holding the controls for the robot movement.""",A,A,52,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:13:29.417Z,,,,41,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000161.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000162.jpg,"""Dog and user are right in front of the door. The dog seems to have successfully opened the door, as it is open.""","""User and robot are approaching the elevator; user is gesturing toward the elevator while robot guides forward; elevator doors remain closed, indicating task has not yet progressed to calling or entering phase.""",B,A,36,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:13:53.681Z,,,,42,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000172.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000173.jpg,"""There is no user shown. Robot is stationary and facing towards the dog.""","""User and robot are approaching the elevator area; robot is guiding user toward wooden door, likely elevator entrance, with other people visible in background.""",B,A,95,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:14:33.136Z,,,,43,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000005.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000006.jpg,"""Users hands in front controlling the robot. Robot is on the middle of the room. Users feet to the left.""","""The current frame shows a robotic quadruped in an indoor environment, possibly a testing or lab area, with no visible elevator or indication of elevator interaction. The user is holding a controller, suggesting manual operation or calibration. No phase of the elevator task is underway; this appears to be a pre-task setup or unrelated activity.""",B,A,70,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:17:43.316Z,,,,44,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000023.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000024.jpg,"""Robot is facing the door. Users hand can be seen controlling the robot. Users feet to the left.""","""The current frame shows a robotic quadruped in an indoor room with blue flooring, being operated via a handheld remote control. There is no visible elevator, call button, or any element related to elevator interaction. The environment appears to be a testing or lab space with furniture and equipment. No user is actively engaged in an elevator task; the robot is being manually controlled in a non-elevator context. Therefore, the comprehensive elevator interaction task has not yet begun.""",B,A,12,"Both A and B have accurate statements but A might be only slightly better. B is very wordy but does describe some correct things, however I think A is more concise. The only thing it gets wrong is that it states the user's feet are on the left, which is not true.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:18:08.246Z,,,,45,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000033.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000034.jpg,"""The current frame shows a robotic quadruped in an indoor room setting with no visible elevator, call buttons, or floor indicators. The user is holding a remote control and appears to be testing or calibrating the robot near a door, but there is no evidence of elevator interaction. The task has not yet begun.""","""Robot is upright in a hospital 1 metre from a door. The door is closed blocking the robot's access to the adjacent room. User appears to have no visible hold of the robot.""",A,A,60,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
